Index No.,구분,검색어,유의어
Tit_K_673,곡명,Youth,"Youth,유스,유쓰"
Nam_R_364,아티스트명,Yo-Yo Ma,"Yo-Yo Ma,YoYo Ma,YoYoMa,요요마"
tag_K_353,태그명,YUGYEOM,"YUGYEOM,유겸"
tag_K_354,태그명,YUMI,"YUMI,유미"
Tit_K_674,곡명,Yummy,"Yummy,여미"
Nam_R_365,아티스트명,YUN,"YUN,윤"
Nam_R_366,아티스트명,Yuna,"Yuna,유나"
tag_K_355,태그명,YunaKim,"YunaKim,김연아"
Nam_R_367,아티스트명,Yung Bae,"Yung Bae,YungBae,영 배,영배"
Nam_K_208,아티스트명,YUNGBLUD,"YUNGBLUD,영블러드"
tag_K_356,태그명,YUTA,"YUTA,유타,NCT 127,NCT127,엔씨티 127,엔씨티127,NCT"
Nam_R_368,아티스트명,Z.flat,"Z.flat,Zflat,지플랫"
Tit_R_925,곡명,Zag,"Zag,재그"
Nam_R_369,아티스트명,Zara Larsson,"Zara Larsson,ZaraLarsson,자라 라슨,자라라슨"
Nam_R_370,아티스트명,ZAYN,"ZAYN,제인"
tag_K_357,태그명,ZAZA,"ZAZA,자자"
Nam_R_371,아티스트명,Zedd,"Zedd,제드"
tag_K_358,태그명,Zeenan,"Zeenan,정진환"
Tit_K_675,곡명,ZERO,"ZERO,제로"
Tit_K_676,곡명,ZGZG,"ZGZG,지기지기"
Tit_R_927,곡명,Zig,"Zig,지그"
Nam_R_372,아티스트명,Zion.T,"Zion.TZionT,자이언티"
Tit_R_928,곡명,Zombie,"Zombie,좀비"
Tit_K_677,곡명,ZZZ,"ZZZ,지지지"
tag_R_50,태그명,가을,"가을,autumn,fall"
tag_R_159,태그명,감옥펭,"감옥펭,펭수"
tag_R_28,태그명,강아지,"강아지,dog,puppy "
tag_R_5,태그명,게임,"게임,game"
tag_R_19,태그명,겨울,"겨울,winter"
tag_R_153,태그명,겨울_발라드의_왕이다,겨울_발라드의_왕이다
tag_R_59,태그명,고양이,"고양이,cat"
tag_R_43,태그명,골프,"골프,golf"
tag_R_81,태그명,구름,"구름,cloud"
tag_R_66,태그명,군인,"군인,soldier"
tag_R_135,태그명,기다림펭,"기다림펭,펭수"
tag_R_155,태그명,농구,"농구,baseketball"
tag_R_115,태그명,뉴에이지,"뉴에이지,New Age,NewAge"
tag_K_359,태그명,뉴키드,"뉴키드,Newkidd"
Nam_K_209,아티스트명,"독립,만18세","독립,만18세,독립만18세"
Nam_R_373,아티스트명,다이나믹 듀오,"다이나믹 듀오,다이나믹듀오,Dynamicduo,다듀"
tag_R_92,태그명,다이어트,"다이어트,Diet"
tag_R_98,태그명,달,"달,moon"
tag_R_126,태그명,대표펭,"대표펭,펭수"
tag_R_1,태그명,댄스,"댄스,dance"
tag_R_143,태그명,댄스 락,"댄스 락,댄스락,dance rock,dancerock"
tag_R_18,태그명,댄스 팝,"댄스 팝,댄스팝,dance pop,dancepop,"
tag_R_111,태그명,댄스팝,"댄스팝,댄스 팝,dance pop,dancepop"
tag_R_158,태그명,댄싱머신,"댄싱머신,dancing machine"
tag_R_10,태그명,도시,"도시,city"
tag_R_121,태그명,드라마,"드라마,drama"
tag_R_101,태그명,디스코,"디스코,disco"
Nam_R_374,아티스트명,디에잇,"디에잇,THE 8,THE8"
Nam_R_375,아티스트명,딘딘,"딘딘,DinDin"
tag_R_110,태그명,라틴 팝,"라틴 팝,라틴팝,Latin pop,Latinpop"
tag_R_152,태그명,라틴댄스,"라틴댄스,latin dance"
tag_R_70,태그명,라포엠,"라포엠,LA POEM,LAPOEM"
Nam_R_376,아티스트명,라피나 앤 캐비,"라피나 앤 캐비,라피나앤캐비,Raffina & Cavi,Raffina&Cavi"
tag_R_37,태그명,락,"락,Rock,록"
tag_R_38,태그명,락 발라드,"락 발라드,락발라드,Rock ballade,Rockballade,록 발라드,록발라드"
tag_R_20,태그명,랩,"랩,rap"
tag_R_117,태그명,랩 발라드,"랩 발라드,랩발라드,Rap Ballad,RapBallad"
Nam_R_377,아티스트명,러블리즈,"러블리즈,lovelyz"
tag_R_112,태그명,레게,"레게,reggae"
Nam_R_378,아티스트명,레인보우,"레인보우,RAINBOW"
tag_R_49,태그명,레트로,"레트로,Retro"
tag_R_116,태그명,레트로썸머MV,"레트로썸머MV,레트로 썸머 MV,retro summer MV,retrosummerMV"
Nam_R_379,아티스트명,로꼬,"로꼬,LOCO"
tag_R_142,태그명,로즈데이,"로즈데이,ROES DAY,ROSEDAY"
Nam_R_380,아티스트명,마틴스미스,"마틴스미스,마틴 스미스,Martin Smith,MartinSmith"
tag_R_150,태그명,메타버스,"메타버스,Metaverse"
tag_R_79,태그명,모던 락,"모던 락,모던락,Modern rock,Modernrock,모던 록,모던록"
Nam_R_381,아티스트명,몬스타엑스,"몬스타엑스,몬스타 엑스,MONSTA X,MONSTAX"
tag_R_3,태그명,뮤직비디오,"뮤직비디오,music video,musicvideo,뮤비,MV"
tag_R_120,태그명,미디어아트,"미디어아트,미디어 아트,media art,mediaart"
tag_R_87,태그명,미스터트롯,"미스터트롯,Mr.트롯"
tag_R_107,태그명,바다,"바다,sea,ocean"
tag_R_88,태그명,바캉스,"바캉스,vacance"
Nam_R_382,아티스트명,박진영,"박진영,JYP"
tag_R_22,태그명,발라드,"발라드,ballade"
tag_R_91,태그명,발렌타인데이,"발렌타인데이,valentine's day"
Nam_R_383,아티스트명,방탄소년단,"방탄소년단,BTS"
tag_R_68,태그명,버섯,"버섯,mushroom"
tag_R_140,태그명,버스킹,"버스킹,busking"
Nam_R_384,아티스트명,버즈,"버즈,Buzz"
Nam_R_385,아티스트명,벤,"벤,BEN"
tag_R_108,태그명,별,"별,star"
tag_R_30,태그명,봄,"봄,spring"
Nam_R_386,아티스트명,브라운 아이드 소울,"브라운 아이드 소울,브라운아이드소울,Brown Eyed Soul,BrownEyedSoul,브아솔"
tag_R_161,태그명,블록버스터_뮤우직비디오,블록버스터_뮤우직비디오
tag_R_77,태그명,블루,"블루,blue"
Nam_R_387,아티스트명,비,"비,Rain"
Nam_R_388,아티스트명,비투비,"비투비,BTOB"
Nam_R_389,아티스트명,비투비 포유,"비투비 포유,비투비포유,BTOB 4U,BTOB4U"
tag_R_56,태그명,비트,"비트,Beat"
Nam_R_390,아티스트명,빈센트블루,"빈센트블루,빈센트 블루,Vincent Blue,VincentBlue"
Nam_R_391,아티스트명,빈첸,"빈첸,VINXEN"
tag_R_40,태그명,사랑,"사랑,love"
tag_R_133,태그명,사자펭,"사자펭,펭수"
tag_R_134,태그명,상담원펭,"상담원펭,펭수"
tag_R_73,태그명,새해,"새해,new year"
tag_R_160,태그명,새해펭수,"새해펭수,펭수"
tag_R_156,태그명,선글라스,"선글라스,sunglass"
tag_R_8,태그명,셀럽,"셀럽,celebrity"
tag_R_34,태그명,소울,"소울,soul"
tag_R_103,태그명,소프트 락,"소프트 락,소프트락,soft rock,softrock,소프트 록,소프트록"
tag_R_89,태그명,솔로,"솔로,SOLO"
tag_R_131,태그명,쇼퍼홀릭,"쇼퍼홀릭,Shopaholic"
tag_R_128,태그명,숲,"숲,forest"
Nam_R_392,아티스트명,스윙스,"스윙스,Swings"
tag_K_360,태그명,스트릿우먼파이터,"스트릿우먼파이터,스우파"
tag_R_15,태그명,스포츠,"스포츠,sports"
tag_R_57,태그명,슬기로운 의사생활,"슬기로운 의사생활,슬기로운의사생활,슬의생,슬기로운 의사생활 시즌2"
tag_R_6,태그명,시즈널,"시즈널,seasonal"
tag_R_166,태그명,시티팝,"시티팝,citypop"
Tit_R_929,곡명,神메뉴,"神메뉴,신메뉴"
tag_R_102,태그명,신스 팝,"신스 팝,신스팝,Synth Pop,SynthPop"
tag_R_76,태그명,심플,"심플,simple"
tag_R_25,태그명,싱어게인,"싱어게인,Singagain"
tag_R_82,태그명,싱포유,"싱포유,Sing For You,SingForYou"
tag_R_127,태그명,아기,"아기,baby "
tag_R_147,태그명,아웃렛,"아웃렛,OUTLET"
tag_R_104,태그명,아웃사이더,"아웃사이더,Outsider"
tag_R_162,태그명,아이덴티티,"아이덴티티,Identity"
tag_R_4,태그명,아이돌,"아이돌,idol"
Nam_R_393,아티스트명,악동뮤지션,"악동뮤지션,AKMU,악뮤"
tag_R_32,태그명,알앤비,"알앤비,R&B"
tag_R_72,태그명,애니메이션,"애니메이션,animation"
Nam_R_394,아티스트명,앤씨아,"앤씨아,NC.A,NCA"
tag_R_113,태그명,야구,"야구,baseball"
tag_R_24,태그명,어쿠스틱 팝,"어쿠스틱 팝,어쿠스틱팝,Acoustic pop,Acousticpop"
tag_R_93,태그명,언택트,"언택트,Untact"
tag_R_80,태그명,얼터너티브 락,"얼터너티브 락,얼터너티브락,alternative rock,alternativerock,얼터너티브 록,얼터너티브록"
tag_R_74,태그명,얼터너티브 팝,"얼터너티브 팝,얼터너티브팝,Alternative Pop,AlternativePop "
tag_K_361,태그명,에미넴,"에미넴,Eminem"
tag_R_17,태그명,에쓰오일,"에쓰오일,S오일,S-oil"
tag_R_2,태그명,여름,"여름,summer"
tag_R_100,태그명,영화,"영화,movie"
tag_R_139,태그명,요가,"요가,yoga"
Nam_R_395,아티스트명,우주소녀,"우주소녀,WJSN"
tag_K_362,태그명,워너원,"워너원,Wanna One,WannaOne"
Nam_R_396,아티스트명,원슈타인,"원슈타인,Wonstein"
tag_R_96,태그명,월드뮤직,"월드뮤직,World Music,WorldMusic"
tag_R_119,태그명,웹툰,"웹툰,Webtoon"
Nam_R_397,아티스트명,위키미키,"위키미키,Weki Meki,WekiMeki"
tag_R_154,태그명,유니세프,"유니세프,unicef"
tag_R_106,태그명,유럽,"유럽,Europe"
tag_R_60,태그명,유머,"유머,humour"
tag_R_67,태그명,음식,"음식,food"
tag_R_64,태그명,음악,"음악,music"
tag_R_144,태그명,이지 리스닝 (뉴에이지),"이지,easy,리스닝,listening,뉴에이지,NewAge"
tag_R_31,태그명,인디 락,"인디 락,indi rock"
tag_R_94,태그명,인디 일렉트로닉,"인디 일렉트로닉,인디일렉트로닉,Indie Electronic,IndieElectronic"
tag_R_26,태그명,인디 팝,"인디 팝,인디팝,indie pop,indiepop"
tag_R_9,태그명,일러스트,"일러스트,illust"
tag_R_149,태그명,일렉트로 팝,"일렉트로 랍,일렉트로팝,Electro Pop,ElectroPop"
tag_R_27,태그명,일렉트로닉,"일렉트로닉,electronic"
tag_R_36,태그명,일렉트로닉 팝,"일렉트로닉 팝,일렉트로닉팝,electronic pop,electronicpop"
tag_R_86,태그명,자동차,"자동차,car"
tag_R_44,태그명,자연,"자연,nature"
tag_R_52,태그명,재즈,"재즈,jazz"
tag_R_118,태그명,전화걸어V챌린지,"챌린지,challenge"
Nam_R_398,아티스트명,제국의아이들,"제국의아이들,제아,ZE:A"
tag_R_97,태그명,제주,"제주,jeju"
tag_R_61,태그명,조이,"조이,joy"
tag_R_90,태그명,초콜릿,"초콜릿,chocolate"
tag_R_41,태그명,추억,"추억,memory"
tag_R_146,태그명,치즈,"치즈,CHEEZE"
tag_R_138,태그명,카운트다운,"카운트다운,Countdown"
tag_R_46,태그명,캐릭터,"캐릭터,character"
tag_R_13,태그명,캠페인,"캠페인,campaign"
tag_R_105,태그명,커플,"커플,couple"
tag_R_58,태그명,커피,"커피,Coffee"
tag_R_55,태그명,컨트리,"컨트리,country"
tag_R_12,태그명,코로나,"코로나,covid19"
tag_R_109,태그명,코미디,"코미디,comedy"
tag_R_45,태그명,코믹,"코믹,comic"
tag_R_65,태그명,퀴즈,"퀴즈,Quiz"
tag_R_29,태그명,크로스오버,"크로스오버,crossover"
tag_R_48,태그명,크리에이터,"크리에이터,Creator"
tag_R_35,태그명,클래식,"클래식,classic"
tag_R_114,태그명,키즈,"키즈,Kids"
tag_R_141,태그명,탱고,"탱고,tango"
tag_R_157,태그명,테크놀로지,"테크놀로지,technology"
Nam_R_400,아티스트명,투모로우바이투게더,"투모로우바이투게더,tomorrow X together,TXT,투바투"
tag_R_33,태그명,트로트,"트로트,trot"
tag_K_363,태그명,틴 팝,"틴 팝,틴팝,teen pop,teenpop"
tag_R_23,태그명,팝,"팝,pop"
tag_R_42,태그명,팝 락,"팝 락,팝락,pop rock,poprock"
tag_R_122,태그명,팝송,"팝송,popsong,pop song,팝,pop"
tag_R_145,태그명,패러디,"패러디,parady"
Nam_R_401,아티스트명,펭수,"펭수,pengsoo,GP"
tag_R_54,태그명,포크,"포크,folk"
tag_R_83,태그명,포크 팝,"포크 팝,포크팝,folk pop,folkpop"
tag_R_136,태그명,포크팝,"포크팝,포크 팝,folk pop,folkpop"
tag_R_63,태그명,폭탄,"폭탄,bomb"
tag_R_99,태그명,풍선,"풍선,balloon"
tag_R_167,태그명,프렌치 팝,"프렌치 팝,프렌치팝,French Pop,FrenchPop"
Nam_R_402,아티스트명,프로미스나인,"프로미스나인,fromis9,fromis 9"
Nam_R_403,아티스트명,플라이 투 더 스카이,"플라이 투 더 스카이,플라이투더스카이,FLY TO THE SKY,FLYTOTHESKY"
tag_R_39,태그명,피크닉,"피크닉,picnic"
tag_R_69,태그명,하늘,"하늘,sky"
tag_R_75,태그명,하우스,"하우스,House"
tag_R_71,태그명,하이라이트,"하이라이트,Highlight"
tag_R_78,태그명,하트,"하트,heart"
tag_R_163,태그명,하트펭수,"하트펭수,펭수"
tag_R_16,태그명,한가위,"한가위,추석"
tag_R_151,태그명,한국,"한국,대한민국,korea"
tag_R_53,태그명,할로윈,"할로윈,Halloween"
tag_R_85,태그명,행운,"행운,fortune"
tag_R_137,태그명,헬스,"헬스,health"
tag_R_84,태그명,호수,"호수,lake"
Tit_K_678,곡명,홈트,"홈트,hometraining,홈트레이닝"
tag_R_11,태그명,힙합,"힙합,hip hop"
tag_R_95,태그명,힙합 소울,"힙합 소울,힙합소울,Hiphop Soul,HiphopSoul"
Tit_K_679,곡명,FALSE,"FALSE,폴스"
